pID,condition,target,distractor,start_time,typed_input,keypress_times,cleaned_response,cleaned_typingTimes,response_type,response_check,subj,trialNum,onset_time,onset_latency,edit_type
252e8e0767a3d511e797fdacbac8fefb,NEU,car,XXXXX,1645571569005,"c,a,r,(Enter)",1645571570731165e36,car_,1645571570731165e36,pass,pass-target,13,115,1645571570731,1426,NA
252e8e0767a3d511e797fdacbac8fefb,UNREL,sword,table,1645571571116,"s,w,o,r,d,(Enter)",16455715741711644e61,sword_,16455715741711644e61,pass,pass-target,13,116,1645571574171,2755,NA
252e8e0767a3d511e797fdacbac8fefb,REL,bed,desk,1645571575052,"b,e,d,(Enter)",16455715764431646e35,bed_,16455715764431646e35,pass,pass-target,13,117,1645571576443,1091,NA
252e8e0767a3d511e797fdacbac8fefb,NEU,pistol,XXXXX,1645571576924,"p,i,s,t,o,l,(Enter)",1645571578139163e75,pistol_,1645571578139163e75,pass,pass-target,13,118,1645571578139,915,NA
252e8e0767a3d511e797fdacbac8fefb,ID,deer,deer,1645571579628,"d,e,e,r,(Enter)",16455715806511656e48,deer_,16455715806511656e48,pass,pass-target,13,119,1645571580651,723,NA
252e8e0767a3d511e797fdacbac8fefb,UNREL,swan,skirt,1645571581436,"s,w,a,n,(Enter)",16455715824741644e48,swan_,16455715824741644e48,pass,pass-target,13,120,1645571582474,738,NA
252e8e0767a3d511e797fdacbac8fefb,ID,dagger,dagger,1645571584076,"d,a,g,g,e,r,(Enter)",16455715851791637e74,dagger_,16455715851791637e74,pass,pass-target,13,121,1645571585179,803,NA
252e8e0767a3d511e797fdacbac8fefb,REL,deer,rabbit,1645571586124,"d,e,e,r,(Enter)",16455715879151643e48,deer_,16455715879151643e48,pass,pass-target,13,122,1645571587915,1491,NA
252e8e0767a3d511e797fdacbac8fefb,NEU,table,XXXXX,1645571588556,"t,a,b,l,e,(Enter)",1645571589772164e62,table_,1645571589772164e62,pass,pass-target,13,123,1645571589772,916,NA
252e8e0767a3d511e797fdacbac8fefb,UNREL,deer,desk,1645571590412,"d,e,e,r,(Enter)",16455715913551647e48,deer_,16455715913551647e48,pass,pass-target,13,124,1645571591355,643,NA
252e8e0767a3d511e797fdacbac8fefb,REL,dagger,sword,1645571592092,"d,a,g,g,e,r,(Enter)",16455715935631639e74,dagger_,16455715935631639e74,pass,pass-target,13,125,1645571593563,1171,NA
252e8e0767a3d511e797fdacbac8fefb,UNREL,rabbit,church,1645571601372,"r,a,b,b,i,t,(Enter)",1645571602796164e75,rabbit_,1645571602796164e75,pass,pass-target,13,128,1645571602796,1124,NA
2aaddad02efaa6fdea2d916d4d439bc4,REL,church,castle,1645567283238,"c,h,u,r,c,h,(Enter)",1645567284859164e75,church_,1645567284859164e75,pass,pass-target,14,2,1645567284859,1321,NA
2aaddad02efaa6fdea2d916d4d439bc4,UNREL,plate,cannon,1645567291837,"p,l,a,t,e,(Enter)",16455672941961645e61,plate_,16455672941961645e61,pass,pass-target,14,4,1645567294196,2059,NA
2aaddad02efaa6fdea2d916d4d439bc4,REL,castle,church,1645567295557,"c,a,s,t,l,e,(Enter)",1645567297099165e75,castle_,1645567297099165e75,pass,pass-target,14,5,1645567297099,1242,NA
2aaddad02efaa6fdea2d916d4d439bc4,UNREL,arm,train,1645567314573,"a,r,m,(Enter)",16455673157631642e35,arm_,16455673157631642e35,pass,pass-target,14,8,1645567315763,890,NA
2aaddad02efaa6fdea2d916d4d439bc4,ID,cannon,cannon,1645567317157,"c,a,n,n,o,n,(Enter)",1645567318475165e75,cannon_,1645567318475165e75,pass,pass-target,14,9,1645567318475,1018,NA
2aaddad02efaa6fdea2d916d4d439bc4,NEU,leg,XXXXX,1645567331653,"l,e,g,(Enter)",16455673329471645e35,leg_,16455673329471645e35,pass,pass-target,14,11,1645567332947,994,NA
2aaddad02efaa6fdea2d916d4d439bc4,REL,skirt,sweater,1645567337565,"s,k,i,r,t,(Enter)",16455673390191644e61,skirt_,16455673390191644e61,pass,pass-target,14,13,1645567339019,1154,NA
2aaddad02efaa6fdea2d916d4d439bc4,NEU,factory,XXXXX,1645567340628,"f,a,c,t,o,r,y,(Enter)",16455673424911637e87,factory_,16455673424911637e87,pass,pass-target,14,14,1645567342491,1563,NA
2aaddad02efaa6fdea2d916d4d439bc4,REL,bed,desk,1645567357821,"b,e,d,(Enter)",1645567359347164e36,bed_,1645567359347164e36,pass,pass-target,14,18,1645567359347,1226,NA
2aaddad02efaa6fdea2d916d4d439bc4,UNREL,train,arm,1645567371133,"t,r,a,i,n,(Enter)",16455673729391654e61,train_,16455673729391654e61,pass,pass-target,14,20,1645567372939,1506,NA
2aaddad02efaa6fdea2d916d4d439bc4,REL,windmill,factory,1645567373957,"w,i,n,d,m,i,l,l,(Enter)",1645567376771165e101,windmill_,1645567376771165e101,pass,pass-target,14,21,1645567376771,2514,NA
2aaddad02efaa6fdea2d916d4d439bc4,NEU,jug,XXXXX,1645567380205,"j,u,g,(Enter)",16455673815711637e35,jug_,16455673815711637e35,pass,pass-target,14,22,1645567381571,1066,NA
2aaddad02efaa6fdea2d916d4d439bc4,ID,plate,plate,1645567382677,"p,l,a,t,e,(Enter)",16455673839551651e61,plate_,16455673839551651e61,pass,pass-target,14,23,1645567383955,978,NA
2aaddad02efaa6fdea2d916d4d439bc4,UNREL,swan,skirt,1645567385541,"s,w,a,n,(Enter)",16455673868591643e48,swan_,16455673868591643e48,pass,pass-target,14,24,1645567386859,1018,NA
2aaddad02efaa6fdea2d916d4d439bc4,ID,bed,bed,1645567388197,"b,e,d,(Enter)",16455673892431646e35,bed_,16455673892431646e35,pass,pass-target,14,25,1645567389243,746,NA
2aaddad02efaa6fdea2d916d4d439bc4,REL,plane,car,1645567390182,"p,l,a,n,e,(Enter)",16455673919071646e61,plane_,16455673919071646e61,pass,pass-target,14,26,1645567391907,1425,NA
2aaddad02efaa6fdea2d916d4d439bc4,NEU,vest,XXXXX,1645567393373,"v,e,s,t,(Enter)",16455673948111643e48,vest_,16455673948111643e48,pass,pass-target,14,27,1645567394811,1138,NA
2aaddad02efaa6fdea2d916d4d439bc4,ID,arm,arm,1645567407941,"a,r,m,(Enter)",1645567408875165e36,arm_,1645567408875165e36,pass,pass-target,14,31,1645567408875,634,NA
2aaddad02efaa6fdea2d916d4d439bc4,UNREL,dagger,sweater,1645567409829,"d,a,g,g,e,r,(Enter)",1645567411243165e75,dagger_,1645567411243165e75,pass,pass-target,14,32,1645567411243,1114,NA
2aaddad02efaa6fdea2d916d4d439bc4,ID,desk,desk,1645567412637,"d,e,s,k,(Enter)",16455674137151642e48,desk_,16455674137151642e48,pass,pass-target,14,33,1645567413715,778,NA
2aaddad02efaa6fdea2d916d4d439bc4,REL,train,bike,1645567415117,"t,r,a,i,n,(Enter)",16455674167631648e61,train_,16455674167631648e61,pass,pass-target,14,34,1645567416763,1346,NA
2aaddad02efaa6fdea2d916d4d439bc4,NEU,cup,XXXXX,1645567418398,"c,u,p,(Enter)",1645567420179164e36,cup_,1645567420179164e36,pass,pass-target,14,35,1645567420179,1481,NA
2aaddad02efaa6fdea2d916d4d439bc4,UNREL,skirt,swan,1645567420997,"s,k,i,r,t,(Enter)",16455674222431645e61,skirt_,16455674222431645e61,pass,pass-target,14,36,1645567422243,946,NA
2aaddad02efaa6fdea2d916d4d439bc4,REL,car,plane,1645567423924,"c,a,r,(Enter)",16455674252511638e35,car_,16455674252511638e35,pass,pass-target,14,37,1645567425251,1027,NA
2aaddad02efaa6fdea2d916d4d439bc4,NEU,train,XXXXX,1645567426053,"t,r,a,i,n,(Enter)",16455674275231638e61,train_,16455674275231638e61,pass,pass-target,14,38,1645567427523,1170,NA
2aaddad02efaa6fdea2d916d4d439bc4,ID,skirt,skirt,1645567429277,"s,k,i,r,t,(Enter)",16455674303791656e61,skirt_,16455674303791656e61,pass,pass-target,14,39,1645567430379,802,NA
2aaddad02efaa6fdea2d916d4d439bc4,UNREL,sweater,dagger,1645567431956,"s,w,e,a,t,e,r,(Enter)",1645567433091165e88,sweater_,1645567433091165e88,pass,pass-target,14,40,1645567433091,835,NA
2aaddad02efaa6fdea2d916d4d439bc4,REL,wardrobe,table,1645567459590,"w,a,r,d,r,o,b,e,(Enter)",16455674613311627e100,wardrobe_,16455674613311627e100,pass,pass-target,14,45,1645567461331,1441,NA
2aaddad02efaa6fdea2d916d4d439bc4,NEU,plane,XXXXX,1645567464717,"p,l,a,n,e,(Enter)",1645567466659165e62,plane_,1645567466659165e62,pass,pass-target,14,46,1645567466659,1642,NA
2aaddad02efaa6fdea2d916d4d439bc4,UNREL,vest,ear,1645567475061,"v,e,s,t,(Enter)",16455674768191646e48,vest_,16455674768191646e48,pass,pass-target,14,48,1645567476819,1458,NA
2aaddad02efaa6fdea2d916d4d439bc4,ID,swan,swan,1645567478381,"s,w,a,n,(Enter)",1645567479387165e49,swan_,1645567479387165e49,pass,pass-target,14,49,1645567479387,706,NA
2aaddad02efaa6fdea2d916d4d439bc4,NEU,castle,XXXXX,1645567486020,"c,a,s,t,l,e,(Enter)",16455674876591642e74,castle_,16455674876591642e74,pass,pass-target,14,51,1645567487659,1339,NA
2aaddad02efaa6fdea2d916d4d439bc4,UNREL,pistol,bed,1645567489501,"p,i,s,t,o,l,(Enter)",16455674920591637e74,pistol_,16455674920591637e74,pass,pass-target,14,52,1645567492059,2258,NA
2aaddad02efaa6fdea2d916d4d439bc4,REL,swan,tortoise,1645567494405,"s,w,a,n,(Enter)",1645567495587164e49,swan_,1645567495587164e49,pass,pass-target,14,53,1645567495587,882,NA
2aaddad02efaa6fdea2d916d4d439bc4,UNREL,table,sword,1645567507805,"t,a,b,l,e,(Enter)",16455675099871635e61,table_,16455675099871635e61,pass,pass-target,14,56,1645567509987,1882,NA
2aaddad02efaa6fdea2d916d4d439bc4,ID,leg,leg,1645567511213,"l,e,g,(Enter)",1645567512155165e36,leg_,1645567512155165e36,pass,pass-target,14,57,1645567512155,642,NA
2aaddad02efaa6fdea2d916d4d439bc4,NEU,arm,XXXXX,1645567516941,"a,r,m,(Enter)",16455675179551643e35,arm_,16455675179551643e35,pass,pass-target,14,59,1645567517955,714,NA
2aaddad02efaa6fdea2d916d4d439bc4,NEU,plate,XXXXX,1645567528997,"p,l,a,t,e,(Enter)",16455675304111635e61,plate_,16455675304111635e61,pass,pass-target,14,62,1645567530411,1114,NA
2aaddad02efaa6fdea2d916d4d439bc4,ID,plane,plane,1645567531781,"p,l,a,n,e,(Enter)",1645567534323165e62,plane_,1645567534323165e62,pass,pass-target,14,63,1645567534323,2242,NA
2aaddad02efaa6fdea2d916d4d439bc4,UNREL,car,leg,1645567535637,"c,a,r,(Enter)",1645567537067164e36,car_,1645567537067164e36,pass,pass-target,14,64,1645567537067,1130,NA
2aaddad02efaa6fdea2d916d4d439bc4,ID,castle,castle,1645567537805,"c,a,s,t,l,e,(Enter)",16455675484511645e74,castle_,16455675484511645e74,pass,pass-target,14,65,1645567548451,10346,NA
2aaddad02efaa6fdea2d916d4d439bc4,REL,nose,arm,1645567550629,"n,o,s,e,(Enter)",16455675520591647e48,nose_,16455675520591647e48,pass,pass-target,14,66,1645567552059,1130,NA
2aaddad02efaa6fdea2d916d4d439bc4,NEU,glass,XXXXX,1645567552846,"g,l,a,s,s,(Enter)",16455675542431646e61,glass_,16455675542431646e61,pass,pass-target,14,67,1645567554243,1097,NA
2aaddad02efaa6fdea2d916d4d439bc4,UNREL,jug,windmill,1645567555621,"j,u,g,(Enter)",16455675569551647e35,jug_,16455675569551647e35,pass,pass-target,14,68,1645567556955,1034,NA
2aaddad02efaa6fdea2d916d4d439bc4,REL,rabbit,deer,1645567557877,"r,a,b,b,i,t,(Enter)",1645567559428165e75,rabbit_,1645567559428165e75,pass,pass-target,14,69,1645567559428,1251,NA
2aaddad02efaa6fdea2d916d4d439bc4,NEU,wardrobe,XXXXX,1645567561693,"w,a,r,d,r,o,b,e,(Enter)",16455675630831653e100,wardrobe_,16455675630831653e100,pass,pass-target,14,70,1645567563083,1090,NA
2aaddad02efaa6fdea2d916d4d439bc4,ID,jug,jug,1645567568668,"j,u,g,(Enter)",16455675697881648e35,jug_,16455675697881648e35,pass,pass-target,14,71,1645567569788,820,NA
2aaddad02efaa6fdea2d916d4d439bc4,ID,cup,cup,1645567576789,"c,u,p,(Enter)",1645567577891165e36,cup_,1645567577891165e36,pass,pass-target,14,73,1645567577891,802,NA
2aaddad02efaa6fdea2d916d4d439bc4,REL,factory,windmill,1645567578853,"f,a,c,t,o,r,y,(Enter)",16455675806671637e87,factory_,16455675806671637e87,pass,pass-target,14,74,1645567580667,1514,NA
2aaddad02efaa6fdea2d916d4d439bc4,UNREL,nose,factory,1645567587989,"n,o,s,e,(Enter)",1645567589451165e49,nose_,1645567589451165e49,pass,pass-target,14,76,1645567589451,1162,NA
2aaddad02efaa6fdea2d916d4d439bc4,NEU,nose,XXXXX,1645567593638,"n,o,s,e,(Enter)",16455675947311647e48,nose_,16455675947311647e48,pass,pass-target,14,78,1645567594731,793,NA
2aaddad02efaa6fdea2d916d4d439bc4,ID,train,train,1645567595605,"t,r,a,i,n,(Enter)",1645567597451165e62,train_,1645567597451165e62,pass,pass-target,14,79,1645567597451,1546,NA
2aaddad02efaa6fdea2d916d4d439bc4,UNREL,windmill,jug,1645567599093,"w,i,n,d,m,i,l,l,(Enter)",1645567600891165e101,windmill_,1645567600891165e101,pass,pass-target,14,80,1645567600891,1498,NA
2aaddad02efaa6fdea2d916d4d439bc4,ID,pistol,pistol,1645567603021,"p,i,s,t,o,l,(Enter)",16455676041631636e74,pistol_,16455676041631636e74,pass,pass-target,14,81,1645567604163,842,NA
2aaddad02efaa6fdea2d916d4d439bc4,NEU,dagger,XXXXX,1645567614229,"d,a,g,g,e,r,(Enter)",16455676154911652e74,dagger_,16455676154911652e74,pass,pass-target,14,83,1645567615491,962,NA
2aaddad02efaa6fdea2d916d4d439bc4,NEU,tortoise,XXXXX,1645567630774,"t,u,r,t,o,i,s,e,(Enter)",1645567631963164e101,turtoise_,1645567631963164e101,pass,pass-target,14,86,1645567631963,889,NA
2aaddad02efaa6fdea2d916d4d439bc4,ID,windmill,windmill,1645567634117,"w,i,n,d,m,i,l,l,(Enter)",16455676352201658e100,windmill_,16455676352201658e100,pass,pass-target,14,87,1645567635220,803,NA
2aaddad02efaa6fdea2d916d4d439bc4,UNREL,castle,coat,1645567637205,"c,a,s,t,l,e,(Enter)",16455676390911643e74,castle_,16455676390911643e74,pass,pass-target,14,88,1645567639091,1586,NA
2aaddad02efaa6fdea2d916d4d439bc4,REL,deer,rabbit,1645567644413,"d,e,e,r,(Enter)",16455676458201648e48,deer_,16455676458201648e48,pass,pass-target,14,90,1645567645820,1107,NA
2aaddad02efaa6fdea2d916d4d439bc4,UNREL,factory,nose,1645567652813,"f,a,c,t,o,r,y,(Enter)",16455676547471642e87,factory_,16455676547471642e87,pass,pass-target,14,92,1645567654747,1634,NA
2aaddad02efaa6fdea2d916d4d439bc4,REL,cannon,pistol,1645567657645,"c,a,n,n,o,n,(Enter)",16455676592511655e74,cannon_,16455676592511655e74,pass,pass-target,14,93,1645567659251,1306,NA
2aaddad02efaa6fdea2d916d4d439bc4,NEU,coat,XXXXX,1645567660885,"c,o,a,t,(Enter)",16455676620831634e48,coat_,16455676620831634e48,pass,pass-target,14,94,1645567662083,898,NA
2aaddad02efaa6fdea2d916d4d439bc4,UNREL,cup,tortoise,1645567665693,"c,u,p,(Enter)",16455676672361647e35,cup_,16455676672361647e35,pass,pass-target,14,96,1645567667236,1243,NA
2aaddad02efaa6fdea2d916d4d439bc4,ID,vest,vest,1645567668133,"v,e,s,t,(Enter)",16455676694351647e48,vest_,16455676694351647e48,pass,pass-target,14,97,1645567669435,1002,NA
2aaddad02efaa6fdea2d916d4d439bc4,REL,plate,glass,1645567670677,"p,l,a,t,e,(Enter)",1645567671923164e62,plate_,1645567671923164e62,pass,pass-target,14,98,1645567671923,946,NA
2aaddad02efaa6fdea2d916d4d439bc4,NEU,rabbit,XXXXX,1645567673357,"r,a,b,b,i,t,(Enter)",16455676746911644e74,rabbit_,16455676746911644e74,pass,pass-target,14,99,1645567674691,1034,NA
2aaddad02efaa6fdea2d916d4d439bc4,REL,dagger,sword,1645567681597,"d,a,g,g,e,r,(Enter)",1645567683451163e75,dagger_,1645567683451163e75,pass,pass-target,14,101,1645567683451,1554,NA
2aaddad02efaa6fdea2d916d4d439bc4,NEU,ear,XXXXX,1645567684701,"e,a,r,(Enter)",1645567685979164e36,ear_,1645567685979164e36,pass,pass-target,14,102,1645567685979,978,NA
2aaddad02efaa6fdea2d916d4d439bc4,ID,tortoise,tortoise,1645567686805,"t,u,r,t,o,i,s,e,(Enter)",16455676880511654e100,turtoise_,16455676880511654e100,pass,pass-target,14,103,1645567688051,946,NA
2aaddad02efaa6fdea2d916d4d439bc4,UNREL,cannon,plate,1645567690261,"c,a,n,n,o,n,(Enter)",16455676914751638e74,cannon_,16455676914751638e74,pass,pass-target,14,104,1645567691475,914,NA
2aaddad02efaa6fdea2d916d4d439bc4,ID,dagger,dagger,1645567693157,"d,a,g,g,e,r,(Enter)",16455676942991646e74,dagger_,16455676942991646e74,pass,pass-target,14,105,1645567694299,842,NA
2aaddad02efaa6fdea2d916d4d439bc4,REL,jug,cup,1645567696381,"j,u,g,(Enter)",16455676979551637e35,jug_,16455676979551637e35,pass,pass-target,14,106,1645567697955,1274,NA
2aaddad02efaa6fdea2d916d4d439bc4,NEU,skirt,XXXXX,1645567699013,"s,k,i,r,t,(Enter)",16455677001951652e61,skirt_,16455677001951652e61,pass,pass-target,14,107,1645567700195,882,NA
2aaddad02efaa6fdea2d916d4d439bc4,UNREL,coat,castle,1645567701437,"c,o,a,t,(Enter)",1645567702595164e49,coat_,1645567702595164e49,pass,pass-target,14,108,1645567702595,858,NA
2aaddad02efaa6fdea2d916d4d439bc4,NEU,windmill,XXXXX,1645567706797,"w,i,n,d,m,i,l,l,(Enter)",16455677080031647e100,windmill_,16455677080031647e100,pass,pass-target,14,110,1645567708003,906,NA
2aaddad02efaa6fdea2d916d4d439bc4,ID,car,car,1645567709973,"c,a,r,(Enter)",16455677110911637e35,car_,16455677110911637e35,pass,pass-target,14,111,1645567711091,818,NA
2aaddad02efaa6fdea2d916d4d439bc4,ID,rabbit,rabbit,1645567718477,"r,a,b,b,i,t,(Enter)",16455677198041645e74,rabbit_,16455677198041645e74,pass,pass-target,14,113,1645567719804,1027,NA
2aaddad02efaa6fdea2d916d4d439bc4,NEU,swan,XXXXX,1645567729405,"s,w,a,n,(Enter)",16455677304191646e48,swan_,16455677304191646e48,pass,pass-target,14,115,1645567730419,714,NA
2aaddad02efaa6fdea2d916d4d439bc4,UNREL,wardrobe,bike,1645567731637,"w,a,r,d,r,o,b,e,(Enter)",16455677334031642e100,wardrobe_,16455677334031642e100,pass,pass-target,14,116,1645567733403,1466,NA
2aaddad02efaa6fdea2d916d4d439bc4,REL,arm,nose,1645567736373,"a,r,m,(Enter)",16455677374431652e35,arm_,16455677374431652e35,pass,pass-target,14,117,1645567737443,770,NA
2aaddad02efaa6fdea2d916d4d439bc4,NEU,deer,XXXXX,1645567738205,"d,e,e,r,(Enter)",16455677393551653e48,deer_,16455677393551653e48,pass,pass-target,14,118,1645567739355,850,NA
2aaddad02efaa6fdea2d916d4d439bc4,UNREL,leg,car,1645567747901,"l,e,g,(Enter)",1645567749899164e36,leg_,1645567749899164e36,pass,pass-target,14,120,1645567749899,1698,NA
2aaddad02efaa6fdea2d916d4d439bc4,ID,factory,factory,1645567750661,"f,a,c,t,o,r,y,(Enter)",16455677521871659e87,factory_,16455677521871659e87,pass,pass-target,14,121,1645567752187,1226,NA
2aaddad02efaa6fdea2d916d4d439bc4,REL,ear,leg,1645567754398,"e,a,r,(Enter)",16455677556111647e35,ear_,16455677556111647e35,pass,pass-target,14,122,1645567755611,913,NA
2aaddad02efaa6fdea2d916d4d439bc4,NEU,bed,XXXXX,1645567756333,"b,e,d,(Enter)",16455677574831647e35,bed_,16455677574831647e35,pass,pass-target,14,123,1645567757483,850,NA
2aaddad02efaa6fdea2d916d4d439bc4,UNREL,ear,vest,1645567758421,"e,a,r,(Enter)",16455677595791645e35,ear_,16455677595791645e35,pass,pass-target,14,124,1645567759579,858,NA
2aaddad02efaa6fdea2d916d4d439bc4,NEU,sword,XXXXX,1645567768805,"s,w,o,r,d,(Enter)",16455677722031638e61,sword_,16455677722031638e61,pass,pass-target,14,126,1645567772203,3098,NA
2aaddad02efaa6fdea2d916d4d439bc4,ID,deer,deer,1645567773581,"d,e,e,r,(Enter)",16455677759471647e48,deer_,16455677759471647e48,pass,pass-target,14,127,1645567775947,2066,NA
2aaddad02efaa6fdea2d916d4d439bc4,UNREL,bed,pistol,1645567776797,"b,e,d,(Enter)",16455677782271643e35,bed_,16455677782271643e35,pass,pass-target,14,128,1645567778227,1130,NA
3176aa95845ef26af2d8441b21b39784,ID,cannon,cannon,1645571811440,"c,a,n,n,o,n,(Enter)",16455718127681643e74,cannon_,16455718127681643e74,pass,pass-target,15,1,1645571812768,1028,NA
3176aa95845ef26af2d8441b21b39784,REL,coat,vest,1645571815006,"c,o,a,t,(Enter)",16455718166561652e48,coat_,16455718166561652e48,pass,pass-target,15,2,1645571816656,1350,NA
3176aa95845ef26af2d8441b21b39784,NEU,bed,XXXXX,1645571817781,"b,e,d,(Enter)",1645571819583164e36,bed_,1645571819583164e36,pass,pass-target,15,3,1645571819583,1502,NA
3176aa95845ef26af2d8441b21b39784,UNREL,leg,car,1645571820326,"l,e,g,(Enter)",1645571821639165e36,leg_,1645571821639165e36,pass,pass-target,15,4,1645571821639,1013,NA
3176aa95845ef26af2d8441b21b39784,REL,wardrobe,table,1645571822583,"w,a,r,d,r,o,b,e,(Enter)",16455718243841633e100,wardrobe_,16455718243841633e100,pass,pass-target,15,5,1645571824384,1501,NA
3176aa95845ef26af2d8441b21b39784,NEU,ear,XXXXX,1645571827420,"e,a,r,(Enter)",16455718287921648e35,ear_,16455718287921648e35,pass,pass-target,15,6,1645571828792,1072,NA
3176aa95845ef26af2d8441b21b39784,ID,church,church,1645571829845,"c,h,u,r,c,h,(Enter)",16455718311511644e74,church_,16455718311511644e74,pass,pass-target,15,7,1645571831151,1006,NA
3176aa95845ef26af2d8441b21b39784,UNREL,coat,castle,1645571833293,"c,o,a,t,(Enter)",16455718347111636e48,coat_,16455718347111636e48,pass,pass-target,15,8,1645571834711,1118,NA
3176aa95845ef26af2d8441b21b39784,ID,swan,swan,1645571836156,"s,w,a,n,(Enter)",1645571837719164e49,swan_,1645571837719164e49,pass,pass-target,15,9,1645571837719,1263,NA
3176aa95845ef26af2d8441b21b39784,REL,sweater,skirt,1645571838941,"s,w,e,a,t,e,r,(Enter)",16455718402391641e87,sweater_,16455718402391641e87,pass,pass-target,15,10,1645571840239,998,NA
3176aa95845ef26af2d8441b21b39784,NEU,castle,XXXXX,1645571842269,"c,a,s,t,l,e,(Enter)",16455718435991646e74,castle_,16455718435991646e74,pass,pass-target,15,11,1645571843599,1030,NA
3176aa95845ef26af2d8441b21b39784,UNREL,ear,vest,1645571846428,"e,a,r,(Enter)",16455718477661644e35,ear_,16455718477661644e35,pass,pass-target,15,12,1645571847766,1038,NA
3176aa95845ef26af2d8441b21b39784,REL,nose,arm,1645571848661,"n,o,s,e,(Enter)",16455718504781645e48,nose_,16455718504781645e48,pass,pass-target,15,13,1645571850478,1517,NA
3176aa95845ef26af2d8441b21b39784,NEU,train,XXXXX,1645571851460,"t,r,a,i,n,(Enter)",16455718527911646e61,train_,16455718527911646e61,pass,pass-target,15,14,1645571852791,1031,NA
3176aa95845ef26af2d8441b21b39784,ID,plane,plane,1645571854108,"p,l,a,n,e,(Enter)",16455718554461646e61,plane_,16455718554461646e61,pass,pass-target,15,15,1645571855446,1038,NA
3176aa95845ef26af2d8441b21b39784,ID,vest,vest,1645571862267,"v,e,s,t,(Enter)",16455718660871648e48,vest_,16455718660871648e48,pass,pass-target,15,17,1645571866087,3520,NA
3176aa95845ef26af2d8441b21b39784,NEU,sweater,XXXXX,1645571870299,"s,w,e,a,t,e,r,(Enter)",1645571871567166e88,sweater_,1645571871567166e88,pass,pass-target,15,19,1645571871567,968,NA
3176aa95845ef26af2d8441b21b39784,UNREL,cannon,plate,1645571873507,"c,a,n,n,o,n,(Enter)",1645571876206165e75,cannon_,1645571876206165e75,pass,pass-target,15,20,1645571876206,2399,NA
3176aa95845ef26af2d8441b21b39784,REL,windmill,factory,1645571878811,"w,i,n,d,m,i,l,l,(Enter)",16455718806701655e100,windmill_,16455718806701655e100,pass,pass-target,15,21,1645571880670,1559,NA
3176aa95845ef26af2d8441b21b39784,NEU,rabbit,XXXXX,1645571884908,"r,a,b,b,i,t,(Enter)",1645571886422163e75,rabbit_,1645571886422163e75,pass,pass-target,15,22,1645571886422,1214,NA
3176aa95845ef26af2d8441b21b39784,ID,wardrobe,wardrobe,1645571888107,"w,a,r,d,r,o,b,e,(Enter)",1645571889566164e101,wardrobe_,1645571889566164e101,pass,pass-target,15,23,1645571889566,1159,NA
3176aa95845ef26af2d8441b21b39784,ID,cup,cup,1645571899306,"c,u,p,(Enter)",1645571900710165e36,cup_,1645571900710165e36,pass,pass-target,15,25,1645571900710,1104,NA
3176aa95845ef26af2d8441b21b39784,REL,vest,coat,1645571902451,"v,e,s,t,(Enter)",16455719042131645e48,vest_,16455719042131645e48,pass,pass-target,15,26,1645571904213,1462,NA
3176aa95845ef26af2d8441b21b39784,NEU,windmill,XXXXX,1645571905451,"w,i,n,d,m,i,l,l,(Enter)",16455719068541664e100,windmill_,16455719068541664e100,pass,pass-target,15,27,1645571906854,1103,NA
3176aa95845ef26af2d8441b21b39784,UNREL,skirt,swan,1645571909875,"s,k,i,r,t,(Enter)",16455719117891647e61,skirt_,16455719117891647e61,pass,pass-target,15,28,1645571911789,1614,NA
3176aa95845ef26af2d8441b21b39784,REL,bike,train,1645571914059,"b,i,k,e,(Enter)",16455719157411644e48,bike_,16455719157411644e48,pass,pass-target,15,29,1645571915741,1382,NA
3176aa95845ef26af2d8441b21b39784,NEU,plate,XXXXX,1645571917115,"p,l,a,t,e,(Enter)",1645571918549164e62,plate_,1645571918549164e62,pass,pass-target,15,30,1645571918549,1134,NA
3176aa95845ef26af2d8441b21b39784,ID,pistol,pistol,1645571920147,"p,i,s,t,o,l,(Enter)",16455719217181655e74,pistol_,16455719217181655e74,pass,pass-target,15,31,1645571921718,1271,NA
3176aa95845ef26af2d8441b21b39784,UNREL,desk,deer,1645571924746,"d,e,s,k,(Enter)",16455719263331642e48,desk_,16455719263331642e48,pass,pass-target,15,32,1645571926333,1287,NA
3176aa95845ef26af2d8441b21b39784,ID,bike,bike,1645571928218,"b,i,k,e,(Enter)",16455719298771648e48,bike_,16455719298771648e48,pass,pass-target,15,33,1645571929877,1359,NA
3176aa95845ef26af2d8441b21b39784,REL,jug,cup,1645571931034,"j,u,g,(Enter)",1645571935445164e36,jug_,1645571935445164e36,pass,pass-target,15,34,1645571935445,4111,NA
3176aa95845ef26af2d8441b21b39784,NEU,factory,XXXXX,1645571937162,"f,a,c,t,o,r,y,(Enter)",1645571938637166e88,factory_,1645571938637166e88,pass,pass-target,15,35,1645571938637,1175,NA
3176aa95845ef26af2d8441b21b39784,UNREL,jug,windmill,1645571942321,"j,u,g,(Enter)",16455719447331646e35,jug_,16455719447331646e35,pass,pass-target,15,36,1645571944733,2112,NA
3176aa95845ef26af2d8441b21b39784,REL,swan,tortoise,1645571946107,"s,w,a,n,(Enter)",16455719477891643e48,swan_,16455719477891643e48,pass,pass-target,15,37,1645571947789,1382,NA
